node1	node2	edge_score	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KIAA1551	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT14	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	LAT	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	BBC3	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ITIH1	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GSN	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SCN5A	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CACNA1I	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLA2	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	uniprotkb:P01857	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:q6IZvGeHHY4cOWPHVW3Z7k177/w32630	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SPAST	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT16	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	RANBP3	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SACS	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DGKG	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	refseq:NP_001914	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PCDH1	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	AP4E1	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:xz86zyvibNFDhT+J8v28Znx5/2M9913	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	F7	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PRSS3	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DCD	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CFH	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	MYL4	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KLK3	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KIAA0232	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	THRAP3	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PPBP	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	JARID2	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TLN2	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	QTRTD1	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PDE4B	0.8638247395845513
RYR2	rs2819742	0.8551864921887058
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DICER1	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	FN1	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PLA2G4F	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:x6cpThd263Mg5MI1OElxwfuSmiY9606	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PHC3	0.8638247395845513
ALB	complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	0.954526206676
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	FAM71E2	0.8638247395845513
rs429358	APOC1	0.829786598184209
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT9	0.9111202792312738
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR8D2	0.9111202792312738
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TSC22D1	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DMD	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLC25A13	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CRB1	0.8638247395845513
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TTR	0.8638247395845513
CFTR	SH3GL2	0.8652664063176569
CFTR	WASL	0.8628338709774962
CFTR	AP2A2	0.8666098248257992
CFTR	ACTR2	0.8628338709774962
CFTR	GAK	0.851137711762708
CFTR	CLTCL1	0.8654065929327814
CFTR	rs121909041	0.99
CFTR	ARRB1	0.863443159858049
CFTR	VAMP4	0.8621379174857935
CFTR	CHRM2	0.863443159858049
CFTR	PIK3C2A	0.8441288359160942
CFTR	AVP	0.863443159858049
CFTR	SYNJ1	0.8613363396709319
CFTR	DERL1	0.8558909648136892
CFTR	ERLIN2	0.8558909648136892
CFTR	ARPC2	0.8628338709774962
CFTR	rs77010898	0.99
CFTR	VCP	0.8558909648136892
CFTR	rs74503330	0.99
CFTR	TGOLN2	0.8621379174857935
CFTR	KIAA0319	0.8621379174857935
OCRL	rs113165732	0.8527229762742226
CFTR	FNBP1L	0.863443159858049
CFTR	PICALM	0.8628338709774962
CFTR	FCHO2	0.8541713484689148
CFTR	FNBP1	0.863443159858049
CFTR	AP2M1	0.8666098248257992
CFTR	VAMP8	0.8628338709774962
CFTR	AP2A1	0.8666098248257992
CFTR	OS9	0.8558909648136892
CFTR	EPN2	0.8628338709774962
CFTR	SYT2	0.8628338709774962
CFTR	rs267606723	0.99
CFTR	FZD4	0.863443159858049
CFTR	ACTR3	0.8628338709774962
CFTR	TF	0.8621379174857935
CFTR	SYT9	0.8628338709774962
CFTR	CLTB	0.8654065929327814
CFTR	RPS27A	0.8658608065151423
CFTR	rs121909005	0.99
CFTR	SYT1	0.8628338709774962
CFTR	STAM	0.8628338709774962
CFTR	REPS1	0.8658049874828022
CFTR	TRIP10	0.863443159858049
CFTR	rs80282562	0.99
CFTR	WNT5A	0.863443159858049
CFTR	RNF5	0.8558909648136892
CFTR	CLTC	0.865738626524793
CFTR	EPS15	0.8661005111645191
CFTR	HIP1	0.8628338709774962
CFTR	AVPR2	0.863443159858049
CFTR	ARPC1A	0.8628338709774962
CFTR	SNX9	0.863443159858049
CFTR	ADRB2	0.863443159858049
CFTR	rs78655421	0.99
CFTR	FCHO1	0.8541713484689148
CFTR	PACSIN2	0.863443159858049
CFTR	rs121908757	0.99
CFTR	CTTN	0.8628338709774962
CFTR	NECAP1	0.8658049874828022
CFTR	EGF	0.8628338709774962
CFTR	EGFR	0.8628338709774962
CFTR	AP2S1	0.8666098248257992
CFTR	CD4	0.8621379174857935
CFTR	rs75527207	0.99
CFTR	UBA52	0.8658608065151423
CFTR	M6PR	0.8621379174857935
OCRL	rs757639	0.8527229762742226
CFTR	CD3D	0.8621379174857935
CFTR	GRB2	0.8628338709774962
CFTR		1
CFTR	VAMP2	0.8628338709774962
CFTR	BIN1	0.863443159858049
CFTR	APOB	0.8628338709774962
CFTR	STON2	0.8628338709774962
CFTR	AMPH	0.863443159858049
CFTR	AGFG1	0.8628338709774962
CFTR	CD3G	0.8621379174857935
CFTR	SLC2A8	0.8621379174857935
CFTR	SH3KBP1	0.8628338709774962
CFTR	ERLIN1	0.8558909648136892
CFTR	ARRB2	0.863443159858049
CFTR	ARPC3	0.8628338709774962
CFTR	ARPC5	0.8628338709774962
CFTR	TFRC	0.8621379174857935
CFTR	SLC18A3	0.8621379174857935
CFTR	UBB	0.8658608065151423
CFTR	ERLEC1	0.8558909648136892
CFTR	DAB2	0.863443159858049
CFTR	HIP1R	0.8628338709774962
CFTR	RNF185	0.8558909648136892
CFTR	AP2B1	0.8666098248257992
CFTR	SGIP1	0.8658049874828022
CFTR	DNM2	0.8621379174857935
CFTR	VAMP3	0.8628338709774962
EGF	rs4444903	0.8542055322677212
CFTR	rs121909013	0.99
CFTR	VAMP7	0.8628338709774962
CFTR	STAM2	0.8628338709774962
CFTR	HGS	0.8628338709774962
CFTR	CBL	0.8628338709774962
CFTR	RAB5A	0.8129393082389929
CFTR	AAK1	0.865611713402943
CFTR	DNAJC6	0.851137711762708
CFTR	LDLRAP1	0.8628338709774962
CFTR	ARPC4	0.8628338709774962
CFTR	SYNJ2	0.8613363396709319
CFTR	REPS2	0.8628338709774962
CFTR	DVL2	0.863443159858049
CFTR	EPN1	0.8628338709774962
CFTR	SEL1L	0.8558909648136892
CFTR	rs113993960	0.99
CFTR	CLTA	0.865738626524793
CFTR	IGF2R	0.8621379174857935
CFTR	rs113993959	0.99
CFTR	UBC	0.8658608065151423
CFTR	ITSN1	0.8658049874828022
CFTR	rs75039782	0.99
CFTR	rs121908755	0.99
CFTR	OCRL	0.8613363396709319
CFTR	SCARB2	0.8621379174857935
CFTR	EPS15L1	0.8628338709774962
CFTR	LRP2	0.8628338709774962
CFTR	rs193922525	0.99
ABCB1	rs72552784	0.99
ABCB1	rs3789243	0.99
ABCB1	rs1045642	0.99
ABCB1	ABCB1*1, ABCB1*2(PMID:11503014)	0.99
ABCB1	rs3213619	0.99
ABCB1	rs10276036	0.99
ABCB1	rs4148738	0.99
ABCB1	rs10248420	0.99
ABCB1	ABCB1*2(PMID:11503014)	0.99
ABCB1	rs4728709	0.99
ABCB1	rs2032582	0.99
ABCB1	rs28401781	0.99
ABCB1		1
ABCB1	rs1128503	0.99
ABCB1	rs2235067	0.99
ABCB1	rs3842	0.99
ABCB1	rs2235047	0.99
ABCB1	rs12720067	0.99
ABCB1	rs1922242	0.99
ABCB1	rs10280101	0.99
ABCB1	rs11983225	0.99
ABCB1	rs4148740	0.99
ABCB1	rs2235040	0.99
ABCB1	rs2235015	0.99
ABCB1	rs2229109	0.99
ABCB1	rs2032583	0.99
ABCB1	rs10267099	0.99
ABCB1	rs4148739	0.99
ABCB1	rs4148737	0.99
ABCB1	rs17160359	0.99
ABCB1	rs9282564	0.99
ABCB1	rs7787082	0.99
CYP2C19	rs12768009	0.99
CYP2C19	rs12248560	0.99
CYP2C19	CYP2C19*1, CYP2C19*10, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*16, CYP2C19*18, CYP2C19*19, CYP2C19*26, CYP2C19*9	0.99
CYP2C19	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*5, CYP2C19*6, CYP2C19*7, CYP2C19*8	0.99
CYP2C19	rs4986893	0.99
CYP2C19	CYP2C19*1, CYP2C19*10, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*16, CYP2C19*18, CYP2C19*19, CYP2C19*22, CYP2C19*23, CYP2C19*24, CYP2C19*25, CYP2C19*26, CYP2C19*28, CYP2C19*9	0.99
CYP2C19	CYP2C19*1, CYP2C19*2	0.99
CYP2C19	rs28399504	0.99
CYP2C19		1
CYP2C19	CYP2C19*1, CYP2C19*8, CYP2C19*9	0.99
CYP2C19	CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3	0.99
CYP2C19	CYP2C19*1, CYP2C19*2, CYP2C19*3	0.99
CYP2C19	CYP2C19*1, CYP2C19*10, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*16, CYP2C19*18, CYP2C19*19, CYP2C19*22, CYP2C19*23, CYP2C19*24, CYP2C19*25, CYP2C19*26, CYP2C19*5, CYP2C19*6, CYP2C19*8, CYP2C19*9	0.99
CYP2C19	rs3814637	0.99
CYP2C19	CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3, CYP2C19*4	0.99
CYP2C19	rs11188072	0.99
CYP2C19	rs4244285	0.99
CYP2C19	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*4, CYP2C19*5, CYP2C19*6, CYP2C19*8	0.99
CYP2C19	CYP2C19*1, CYP2C19*16, CYP2C19*2	0.99
CYP2C19	CYP2C19*1, CYP2C19*17, CYP2C19*2	0.99
PTGS2	rs12042763	0.99
PTGS2		1
PTGS2	rs4648287	0.99
PTGS2	TP53	0.826582583512
PTGS2	rs5275	0.99
PTGS2	rs20417	0.99
TP53	rs1042522	0.81831675767688
UGT1A1	rs887829	0.99
UGT1A9	rs3832043	0.99
rs2070959	UGT1A6	0.96059601
UGT1A10	rs6759892	0.9509900498999999
rs10929303	UGT1A	0.9801
UGT1A6	rs17863783	0.9320653479069899
UGT1A1	rs1042640	0.99
UGT1A7	UGT1A7*3	0.9702989999999999
UGT1A8	rs1042597	0.9702989999999999
UGT1A9	rs3806598	0.99
UGT1A9	rs58597806	0.99
UGT1A7	rs2070959	0.9702989999999999
UGT1A1	UGT1A1*1, UGT1A1*28	0.99
rs8330	UGT1A1	0.96059601
UGT1A9	rs6714486	0.99
UGT1A7	rs7586110	0.9702989999999999
UGT1A9	rs17868320	0.99
rs1042640	UGT1A1	0.8863848717161291
UGT1A9	rs72551330	0.99
rs6759892	UGT1A10	0.9801
UGT1A6	rs2070959	0.9320653479069899
UGT1A1	rs4148323	0.99
UGT1A9	rs34993780	0.99
UGT1A9	rs11692021	0.99
UGT1A9	rs2070959	0.99
UGT1A9	rs35350960	0.99
UGT1A	rs11563250	0.9702989999999999
rs8330	UGT1A	0.9801
rs8330	UGT1A9	0.9801
UGT1A6	rs4261716	0.9320653479069899
UGT1A6	UGT1A6*2a	0.9320653479069899
UGT1A1	rs4124874	0.99
UGT1A1	UGT1A1*1, UGT1A1*28, UGT1A1*37, UGT1A1*6	0.99
UGT1A9	rs6759892	0.99
UGT1A1	rs8175347	0.99
UGT1A9	rs2003569	0.99
rs2070959	UGT1A10	0.96059601
UGT1A9	rs8330	0.99
UGT1A	rs1042640	0.9702989999999999
rs6759892	UGT1A6	0.9801
UGT1A9	rs2741049	0.99
UGT1A7	rs6759892	0.9135172474836407
UGT1A1	rs10929302	0.99
rs6759892	UGT1A8	0.9801
UGT1A6	UGT1A6*1a, UGT1A6*2a, UGT1A6*3a, UGT1A6*4a, UGT1A6*8	0.9320653479069899
rs2070959	UGT1A8	0.96059601
UGT1A10	rs2070959	0.9320653479069899
rs2070959	UGT1A9	0.96059601
UGT1A7	rs17863778	0.9702989999999999
UGT1A8	rs6431558	0.9702989999999999
UGT1A9	rs72551344	0.99
UGT1A6	rs1105879	0.9320653479069899
UGT1A	rs8330	0.9702989999999999
UGT1A	rs10929303	0.9702989999999999
UGT1A8	rs2070959	0.9702989999999999
rs6759892	UGT1A9	0.9414801494009999
rs6759892	UGT1A7	0.9801
UGT1A7	rs17868323	0.9702989999999999
UGT1A1	UGT1A1*60	0.99
rs2070959	UGT1A7	0.96059601
UGT1A9		1
UGT1A1	rs10929303	0.99
UGT1A8	rs6759892	0.9135172474836407
rs10929303	UGT1A1	0.92274469442792
UGT1A1	rs8330	0.99
ABCC1	rs246240	0.99
ABCC1	rs28364006	0.99
ABCC1	rs212091	0.99
ABCC1	rs4148350	0.99
ABCC1	rs35592	0.99
ABCC1	rs119774	0.99
ABCC1	rs45511401	0.99
ABCC1	rs3784864	0.99
ABCC1	rs2238476	0.99
ABCC1		1
CYP2C9	CYP2C9*1, CYP2C9*13, CYP2C9*3	0.99
CYP2C9	rs10509680	0.99
CYP2C9	CYP2C9*1, CYP2C9*2, CYP2C9*3	0.99
CYP2C9		1
CYP2C9	rs1799853	0.99
CYP2C9	CYP2C9*1, CYP2C9*2, CYP2C9*3, CYP2C9*6	0.99
CYP2C9	rs28371686	0.99
CYP2C9	rs1057910	0.99
CYP2C9	CYP2C9*1, CYP2C9*59	0.99
CYP2C9	rs9332239	0.99
CYP2C9	rs28371685	0.99
CYP2C9	rs4918758	0.99
CYP2C9	rs9332131	0.99
CYP2C9	CYP2C9*1, CYP2C9*13, CYP2C9*3, CYP2C9*5, CYP2C9*6, CYP2C9*8	0.99
CYP2C9	rs56165452	0.99
CYP2C9	rs12782374	0.99
CYP2C9	rs9332096	0.99
CYP2C9	rs1934969	0.99
CYP2C9	CYP2C9*1, CYP2C9*3, CYP2C9*8	0.99
CYP2C9	CYP2C9*1, CYP2C9*11, CYP2C9*2, CYP2C9*3, CYP2C9*5, CYP2C9*6	0.99
CYP2C9	rs72558187	0.99
CYP2C9	CYP2C9*1, CYP2C9*3	0.99
CYP2C9	rs4917639	0.99
CYP2C9	rs7089580	0.99
CYP2C9	rs7900194	0.99
CYP2C9	CYP2C9*1, CYP2C9*13, CYP2C9*2, CYP2C9*3	0.99
CYP2C9	rs71486745	0.99
CYP2C9	rs4086116	0.99
PTGS1		1
PTGS1	rs1330344	0.99
PTGS1	rs10306135	0.99
PTGS1	rs10306114	0.99
UGT2B4		1
PLAT	PLG	0.8626533706911382
PLAT	PLAT	0.8545025065589051
PLAT		1
SLCO1A2		1
UGT1A3		1
UGT1A3	rs3806596	0.99
UGT1A3	UGT1A3*1, UGT1A3*2	0.99
ABCC4	rs9561765	0.99
ABCC4		1
ABCC4	rs16950650	0.99
ABCC4	rs9561778	0.99
ABCC4	rs7317112	0.99
ABCC4	rs3765534	0.99
ABCC4	rs1678387	0.99
ABCC4	rs1059751	0.99
ABCC4	rs9516519	0.99
ABCC4	rs1751034	0.99
ABCC4	rs11568658	0.99
ABCC4	rs3742106	0.99
ABCC4	rs11568695	0.99
THBD		1
THBD	rs1042580	0.99
SLC22A6		1
PPARG	MED9	0.7989062580087279
PPARG	MED19	0.7989062580087279
PPARG	MED11	0.7989062580087279
PPARG	MED13L	0.7989062580087279
PPARG	MED18	0.7989062580087279
PPARG	HDAC3	0.8294526363440686
PPARG	FAM120B	0.7989062580087279
PPARG	MED15	0.7989062580087279
PPARG	CDK19	0.7989062580087279
PPARG	MED28	0.7989062580087279
PPARG	MED27	0.7989062580087279
PPARG	MED20	0.7989062580087279
PPARG		1
PPARG	MED31	0.7989062580087279
PPARG	NCOR1	0.8294526363440686
PPARG	rs3856806	0.99
PPARG	MED22	0.7989062580087279
PPARG	MED21	0.7989062580087279
PPARG	MED29	0.7989062580087279
PPARG	MED30	0.7989062580087279
PPARG	NCOR2	0.8294526363440686
PPARG	MED8	0.7989062580087279
PPARG	MED25	0.7989062580087279
PPARG	MED1	0.8267126623718162
PPARG	rs1801282	0.99
PPARG	MED26	0.7989062580087279
UGT2B7	rs61361928	0.99
UGT2B7	rs6600879	0.99
UGT2B7	rs6600893	0.99
UGT2B7	rs28365063	0.99
UGT2B7	rs7668258	0.99
UGT2B7	rs7438135	0.99
UGT2B7	rs6600880	0.99
UGT2B7	rs4292394	0.99
UGT2B7		1
UGT2B7	rs28365062	0.99
UGT2B7	rs11940316	0.99
UGT2B7	rs4554144	0.99
UGT2B7	rs7439366	0.99
