node1	node2	edge_score	
Hypertrophic cardiomyopathy	REN	1.0	
Heart Diseases	ACE	1.0	
Heart Diseases	AGT	1.0	
Heart Diseases	REN	1.0	
Peptic ulcer	ACE	1.0	
Peptic ulcer	AGT	1.0	
Impotence	ACE	1.0	
Impotence	AGT	1.0	
Ischemic stroke	ACE	1.0	
Ischemic stroke	AGT	1.0	
Ischemic stroke	REN	1.0	
Obesity, severe, 601665 (3)	ACE	1.0	
Obesity, severe, 601665 (3)	AGT	1.0	
Vascular Diseases	ACE	1.0	
Vascular Diseases	AGT	1.0	
Vascular Diseases	REN	1.0	
Gastrointestinal hemorrhage	ACE	1.0	
Gastrointestinal hemorrhage	AGT	1.0	
Abdominal obesity	ACE	1.0	
Abdominal obesity	AGT	1.0	
Brain Ischemia	ACE	1.0	
Brain Ischemia	AGT	1.0	
Brain Ischemia	REN	1.0	
Hepatic fibrosis	ACE	1.0	
Hepatic fibrosis	AGT	1.0	
Hepatic fibrosis	REN	1.0	
Respiratory failure	ACE	1.0	
Respiratory failure	AGT	1.0	
Respiratory failure	REN	1.0	
Scarring	ACE	1.0	
Scarring	REN	1.0	
Abnormal renal physiology	ACE	1.0	
Abnormal renal physiology	AGT	1.0	
Abnormal renal physiology	REN	1.0	
Venous thrombosis	ACE	1.0	
Venous thrombosis	AGT	1.0	
Tumor Angiogenesis	ACE	1.0	
Tumor Angiogenesis	AGT	1.0	
Tumor Angiogenesis	REN	1.0	
Peripheral Arterial Disease	ACE	1.0	
Peripheral Arterial Disease	AGT	1.0	
Cardiomyopathy, Dilated	ACE	1.0	
Cardiomyopathy, Dilated	AGT	1.0	
Cardiomyopathy, Dilated	REN	1.0	
Hepatitis C, Chronic	ACE	1.0	
Hepatitis C, Chronic	AGT	1.0	
Hepatitis C, Chronic	REN	1.0	
Sudden cardiac death	ACE	1.0	
Sudden cardiac death	AGT	1.0	
Hyperglycemia	ACE	1.0	
Hyperglycemia	AGT	1.0	
Hyperglycemia	REN	1.0	
Ureteral obstruction	AGT	1.0	
Ureteral obstruction	REN	1.0	
Invasive Carcinoma	AGT	1.0	
Invasive Carcinoma	REN	1.0	
Glaucoma, Angle-Closure	ACE	1.0	
Glaucoma, Angle-Closure	AGT	1.0	
Glaucoma, Angle-Closure	REN	1.0	
Thrombosis	ACE	1.0	
Thrombosis	AGT	1.0	
Adrenocortical carcinoma	AGT	1.0	
Adrenocortical carcinoma	REN	1.0	
Acute myocardial ischemia	ACE	1.0	
Acute myocardial ischemia	AGT	1.0	
Acute myocardial ischemia	REN	1.0	
Renal fibrosis	AGT	1.0	
Renal fibrosis	REN	1.0	
Arterial dissection	AGT	1.0	
Chronic berylliosis	ACE	1.0	
Familial hypokalemia-hypomagnesemia	REN	1.0	
Polycystic Kidney - body part	REN	1.0	
Allergic rhinitis	ACE	1.0	
Allergic rhinitis	AGT	1.0	
Signs and Symptoms, Respiratory	REN	1.0	
Recurrent major depressive episodes	ACE	1.0	
Aneurysm, Ruptured	ACE	1.0	
Sarcoma, Epithelioid	REN	1.0	
Thrombophilia due to activated protein C resistance	ACE	1.0	
Atrial Fibrillation	ACE	1.0	
Atrial Fibrillation	AGT	1.0	
Steroid-sensitive nephrotic syndrome	ACE	1.0	
Urolithiasis	AGT	1.0	
Amyotrophy involving the shoulder musculature	AGT	1.0	
Amyotrophy involving the shoulder musculature	REN	1.0	
Adrenal Gland Hyperfunction	ACE	1.0	
Thrombosis of retinal vein	ACE	1.0	
Early gastric cancer	ACE	1.0	
Abnormality of purine metabolism	REN	1.0	
Cyst	AGT	1.0	
Cyst	REN	1.0	
Aortic Diseases	ACE	1.0	
Recurrent E. coli infections	ACE	1.0	
Femur Head Necrosis	ACE	1.0	
Chromosomal translocation	ACE	1.0	
Acute pyelonephritis	ACE	1.0	
Carotid Artery Diseases	ACE	1.0	
Carotid Artery Diseases	AGT	1.0	
Depressive Disorder	ACE	1.0	
Depressive Disorder	AGT	1.0	
Depressive Disorder	REN	1.0	
Renal interstitial fibrosis	AGT	1.0	
Aortic valve calcification	ACE	1.0	
Connective Tissue Diseases	ACE	1.0	
Connective Tissue Diseases	AGT	1.0	
Intermittent claudication	ACE	1.0	
Chronic hepatitis	ACE	1.0	
Chronic hepatitis	AGT	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	ACE	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	AGT	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	REN	1.0	
Puerperal Disorders	ACE	1.0	
Interstitial lung and liver disease	ACE	1.0	
Abnormal facial shape	ACE	1.0	
Abnormal facial shape	AGT	1.0	
Abnormal facial shape	REN	1.0	
Normal pressure hydrocephalus	ACE	1.0	
Rhabdomyolysis	ACE	1.0	
Staphylococcal Infections	ACE	1.0	
Anterior myocardial infarction	ACE	1.0	
Oestrogen deficiency	AGT	1.0	
Transient ischemic attack	ACE	1.0	
Transient ischemic attack	AGT	1.0	
Cushing's syndrome	ACE	1.0	
Rheumatic fever / chorea	ACE	1.0	
Seasonal Affective Disorder	ACE	1.0	
Erythrocytosis	ACE	1.0	
Steroid-resistant nephrotic syndrome	ACE	1.0	
Liver Diseases	ACE	1.0	
Liver Diseases	AGT	1.0	
Liver Diseases	REN	1.0	
Antisocial Personality Disorder	ACE	1.0	
Rhinitis, Allergic, Perennial	ACE	1.0	
Diastrophic dysplasia	ACE	1.0	
Resistance to activated protein C	ACE	1.0	
Overweight	ACE	1.0	
Overweight	AGT	1.0	
Chronic schizophrenia	ACE	1.0	
Lipoid nephrosis	ACE	1.0	
Acute postoperative pain	ACE	1.0	
Diabetic foot ulcer	ACE	1.0	
Community acquired pneumonia	ACE	1.0	
Post MI	ACE	1.0	
Peripheral artery occlusive disease	ACE	1.0	
Gangrene	ACE	1.0	
Ovarian hyperstimulation syndrome	REN	1.0	
Neoplasm of the oral cavity	ACE	1.0	
Neoplasm of the oral cavity	AGT	1.0	
Diabetic Nephropathies	ACE	1.0	
Diabetic Nephropathies	AGT	1.0	
Diabetic Nephropathies	REN	1.0	
Kidney Failure, Chronic	ACE	1.0	
Kidney Failure, Chronic	AGT	1.0	
Kidney Failure, Chronic	REN	1.0	
Dyslipidemias	ACE	1.0	
Dyslipidemias	AGT	1.0	
Polyuria	REN	1.0	
Cholestasis of pregnancy	ACE	1.0	
Abnormality of nucleobase metabolism	REN	1.0	
Anemia	ACE	1.0	
Anemia	AGT	1.0	
Anemia	REN	1.0	
Exfoliation Syndrome	ACE	1.0	
Abnormality of the calvaria	ACE	1.0	
Abnormality of the calvaria	AGT	1.0	
Abnormality of the calvaria	REN	1.0	
Ovarian Diseases	ACE	1.0	
Ovarian Diseases	AGT	1.0	
Metabolic Syndrome X	ACE	1.0	
Metabolic Syndrome X	AGT	1.0	
Metabolic Syndrome X	REN	1.0	
Arterial Occlusive Diseases	ACE	1.0	
